parent_asin,avg_rating,review_count,credibility_score,themes,summary,formatted_summary
B079LFDTKQ,4.185185185,27,1,"Quality (1), Value (6), Delivery (3), Content (2), Usability (11)","This is a translucent loose powder with high SPF and 4+. You can use it alone or as makeup setting powder and easy to reapply throughout a day. The finish of this is a bit more satin and smooth than SuperGoop so  It is sheer on pale skin, and sheer on slightly tan skin.","Based on 27 verified reviews (avg rating 4.2/5, credibility 1.00): This is a translucent loose powder with high SPF and 4+. You can use it alone or as makeup setting powder and easy to reapply throughout a day. The finish of this is a bit more satin and smooth than SuperGoop so  It is sheer on pale skin, and sheer on slightly tan skin."
B079M24W38,4.713513514,185,1,"Quality (6), Value (12), Delivery (10), Content (6), Usability (37)","This cream is wonderful. The awesome scent is a big favorite of  It's perfect  .  Almost. While the pricing is affordable for. Having multiple skin ailments (psoriasis, eczema, dry spots on face, hands often dry and cracked due to nature of  This product is just ok.","Based on 185 verified reviews (avg rating 4.7/5, credibility 1.00): This cream is wonderful. The awesome scent is a big favorite of  It's perfect  .  Almost. While the pricing is affordable for. Having multiple skin ailments (psoriasis, eczema, dry spots on face, hands often dry and cracked due to nature of  This product is just ok."
B079N1FVTJ,3.961538462,26,1,"Value (5), Delivery (1), Usability (3)","Good product overall. Works okay. Thick and easier if it was thinner to apply No entiendo esta pregunta. Nice. Have only used once so far. It has lasted perfectly for going on 3 weeks now & it was  Love Mia products!!! Love more than acrylic. So love An inexpensive method to do gel nails/big glue, good for beginners.","Based on 26 verified reviews (avg rating 4.0/5, credibility 1.00): Good product overall. Works okay. Thick and easier if it was thinner to apply No entiendo esta pregunta. Nice. Have only used once so far. It has lasted perfectly for going on 3 weeks now & it was  Love Mia products!!! Love more than acrylic. So love An inexpensive method to do gel nails/big glue, good for beginners."
B079NV9PBG,3.513253012,415,1,"Quality (15), Value (36), Delivery (7), Content (5), Usability (108)",Cucumber is refreshing and smells amazing Nice. Great scent. Nice face feel. Will buy again Five Stars. Favorite makeup wipes. Good for sensitive eye area. and they are vegan and cruelty free. Sure makes your face feel great.,"Based on 415 verified reviews (avg rating 3.5/5, credibility 1.00): Cucumber is refreshing and smells amazing Nice. Great scent. Nice face feel. Will buy again Five Stars. Favorite makeup wipes. Good for sensitive eye area. and they are vegan and cruelty free. Sure makes your face feel great."
B079P4NGDF,4.529411765,34,1,"Value (7), Usability (4)","You are summarizing verified customer reviews collectively for an Amazon-like interface. Write a short paragraph summarizing overall opinions from many customers, including both praises and complaints. Avoid using personal pronouns like 'I', 'my', or 'we' Keep it factual and neutral.","Based on 34 verified reviews (avg rating 4.5/5, credibility 1.00): You are summarizing verified customer reviews collectively for an Amazon-like interface. Write a short paragraph summarizing overall opinions from many customers, including both praises and complaints. Avoid using personal pronouns like 'I', 'my', or 'we' Keep it factual and neutral."
B079QQP6RD,3.272727273,33,1,"Quality (3), Value (1), Usability (8)","You are summarizing verified customer reviews collectively for an Amazon-like interface. Write a short paragraph summarizing overall opinions from many customers, including both praises and complaints. Avoid using personal pronouns like 'I', 'my', or 'we'","Based on 33 verified reviews (avg rating 3.3/5, credibility 1.00): You are summarizing verified customer reviews collectively for an Amazon-like interface. Write a short paragraph summarizing overall opinions from many customers, including both praises and complaints. Avoid using personal pronouns like 'I', 'my', or 'we'"
B079R2VWNX,4.270833333,192,1,"Quality (21), Value (20), Delivery (11), Content (1), Usability (84)","These are going to be used to make doll wigs. These will work out great to give an updated look to some of  Worth the buy. Easy to work with, good value, stretches out long. Love this hair.","Based on 192 verified reviews (avg rating 4.3/5, credibility 1.00): These are going to be used to make doll wigs. These will work out great to give an updated look to some of  Worth the buy. Easy to work with, good value, stretches out long. Love this hair."
B079SW32Y6,4.6,35,1,"Quality (1), Value (3), Usability (7)","Waste of money. too thin, not effective.  Went with another product. Works great, solved my heel cracking No More Alligator Feet!.   These are great! ! Soft feet!! This stuff actually works!.  There are so many and most are overpriced and don't do a thing. Nothing worked on  The smell is not desirable but  Also, it leaves a weird feeling on.","Based on 35 verified reviews (avg rating 4.6/5, credibility 1.00): Waste of money. too thin, not effective.  Went with another product. Works great, solved my heel cracking No More Alligator Feet!.   These are great! ! Soft feet!! This stuff actually works!.  There are so many and most are overpriced and don't do a thing. Nothing worked on  The smell is not desirable but  Also, it leaves a weird feeling on."
B079V5J1RM,4.59375,32,1,"Quality (2), Value (2), Usability (3)","Unscented and soft on your hands... but super cleansing power. Love this soap!! no harsh chemicals. love that this soap gets my hands clean, yet doesn't have any harsh chemicals or fragrances Finally!. An UNSCENTED foaming hand soap that is truly UNSCentED!","Based on 32 verified reviews (avg rating 4.6/5, credibility 1.00): Unscented and soft on your hands... but super cleansing power. Love this soap!! no harsh chemicals. love that this soap gets my hands clean, yet doesn't have any harsh chemicals or fragrances Finally!. An UNSCENTED foaming hand soap that is truly UNSCentED!"
B079VHXK9R,4.254901961,51,1,"Quality (5), Value (10), Delivery (5), Usability (19)",Gets quick results!. Love the packaging and all the parts included in the kit. Not worth it. Turned  Didn’t work as advertised Don't do it. Super messy... the powder gets everywhere. My dentist recommended stopping use immediately.,"Based on 51 verified reviews (avg rating 4.3/5, credibility 1.00): Gets quick results!. Love the packaging and all the parts included in the kit. Not worth it. Turned  Didn’t work as advertised Don't do it. Super messy... the powder gets everywhere. My dentist recommended stopping use immediately."
B079WPYH6Q,4.677419355,62,1,"Value (12), Delivery (3), Content (1), Usability (10)","You are summarizing verified customer reviews collectively for an Amazon-like interface. Write a short paragraph summarizing overall opinions from many customers, including both praises and complaints. Keep it factual and neutral. Avoid using personal pronouns like 'I', 'my', or 'we'","Based on 62 verified reviews (avg rating 4.7/5, credibility 1.00): You are summarizing verified customer reviews collectively for an Amazon-like interface. Write a short paragraph summarizing overall opinions from many customers, including both praises and complaints. Keep it factual and neutral. Avoid using personal pronouns like 'I', 'my', or 'we'"
B079YB263C,4.233333333,30,1,"Quality (6), Value (2), Delivery (6), Usability (5)",It feels rather nice in the morning after the skincare routine. The materials honestly look and feel low quality. There were no instructions included with the packaging. It is very sturdy and quality is nice. I recommend it.,"Based on 30 verified reviews (avg rating 4.2/5, credibility 1.00): It feels rather nice in the morning after the skincare routine. The materials honestly look and feel low quality. There were no instructions included with the packaging. It is very sturdy and quality is nice. I recommend it."
B079YGNFRV,4.602409639,83,1,"Quality (9), Value (12), Delivery (12), Usability (9)","Use the weekly Newsquiz to test your knowledge of stories you saw on this site. Write a short paragraph summarizing overall opinions from many customers, including both praises and complaints. Avoid using personal pronouns like 'I', 'my', or 'we'","Based on 83 verified reviews (avg rating 4.6/5, credibility 1.00): Use the weekly Newsquiz to test your knowledge of stories you saw on this site. Write a short paragraph summarizing overall opinions from many customers, including both praises and complaints. Avoid using personal pronouns like 'I', 'my', or 'we'"
